,Rank,Name,Name.1,Nation,Points,533,552,585,584,525,581,2003,event,gender,athlete_id
0,1,Levet,Sandrine,FRA,500.00,1. 100.00,1. 100.00,1. 100.00,9. (37.00),1. 100.00,1. 100.00,2003,boulder,WOMEN,1350
1,2,Bibik,Olga,RUS,390.00,2. 80.00,3. 65.00,3. 65.00,1. 100.00,4. (55.00),2. 80.00,2003,boulder,WOMEN,1308
2,3,Perlova,Nataliya,UKR,266.00,5. 51.00,4. 55.00,9. 37.00,14. (24.00),2. 80.00,7. 43.00,2003,boulder,WOMEN,1299
3,4,Abramchuk,Yulia,RUS,248.00,7. 43.00,5. 51.00,11. 31.00,2. 80.00,7. 43.00,12. (28.00),2003,boulder,WOMEN,2736
4,5,Kotasova-Kostruhova,Vera,CZE,242.00,3. 65.00,7. 43.00,7. 43.00,11. (31.00),5. 51.00,8. 40.00,2003,boulder,WOMEN,1389
5,6,Danion,Juliette,FRA,229.00,8. 40.00,2. 80.00,4. 55.00,13. 26.00,12. 28.00,,2003,boulder,WOMEN,2803
6,7,Giammarco,Giulia,ITA,221.00,6. 47.00,9. 37.00,2. 80.00,7. 43.00,19. 14.00,,2003,boulder,WOMEN,3548
7,8,Theroux,Corinne,FRA,202.00,10. 34.00,8. 40.00,13. 26.00,4. 55.00,13. (26.00),6. 47.00,2003,boulder,WOMEN,1070
8,9,Motteau,Myriam,FRA,186.00,15. 22.00,11. 31.00,27. (4.00),3. 65.00,11. 31.00,9. 37.00,2003,boulder,WOMEN,1259
9,10,Rands,Lisa,USA,160.00,,,12. 28.00,5. 51.00,6. 47.00,10. 34.00,2003,boulder,WOMEN,5478
10,11,Son,Mélanie,FRA,151.00,4. 55.00,10. 34.00,15. 22.00,8. 40.00,,,2003,boulder,WOMEN,1275
11,12,Rogeaux,Fanny,FRA,132.00,,,22. 9.00,17. 18.00,8. 40.00,3. 65.00,2003,boulder,WOMEN,2836
12,13,Iakovleva,Olga,RUS,113.00,,,,10. 34.00,14. 24.00,4. 55.00,2003,boulder,WOMEN,2807
13,14,Bihr,Isabelle,FRA,98.00,,12. 28.00,26. 5.00,6. 47.00,17. 18.00,,2003,boulder,WOMEN,1151
14,15,Marchisio,Stella,ITA,97.00,,,21. 10.00,15. 22.00,3. 65.00,,2003,boulder,WOMEN,1353
15,15,Ritsch,Isabella,AUT,97.00,,14. 24.00,23. 8.00,12. 28.00,9. 37.00,,2003,boulder,WOMEN,2739
16,17,Chereshneva,Venera,RUS,78.00,,,6. 47.00,,,11. 31.00,2003,boulder,WOMEN,1391
17,18,Bacher,Barbara,AUT,67.00,,6. 47.00,,16. 20.00,,,2003,boulder,WOMEN,1030
18,19,Berry,Samantha,AUS,53.00,,,5. 51.00,29. 2.00,,,2003,boulder,WOMEN,6169
19,20,Dufraisse,Alizée,FRA,51.00,9. 37.00,,19. 14.00,,,,2003,boulder,WOMEN,6219
20,20,Titova,Natalia,RUS,51.00,,,,,,5. 51.00,2003,boulder,WOMEN,1304
21,22,De Grandi,Stefania,ITA,46.00,,13. 26.00,,20. 12.00,23. 8.00,,2003,boulder,WOMEN,5628
22,23,Pouget,Emilie,FRA,40.00,,,8. 40.00,,,,2003,boulder,WOMEN,2805
23,24,Combaz,Celine,FRA,39.00,,,19. 14.00,22. 9.00,18. 16.00,,2003,boulder,WOMEN,5732
24,25,Martindale,Alison,GBR,34.00,17. 18.00,,,18. 16.00,,,2003,boulder,WOMEN,5327
25,25,Shalagina,Olga,UKR,34.00,,,10. 34.00,,,,2003,boulder,WOMEN,3268
26,25,Uhden,Marietta,GER,34.00,,,,,10. 34.00,,2003,boulder,WOMEN,1277
27,28,Go,Mi-Sun,KOR,31.00,11. 31.00,,,,,,2003,boulder,WOMEN,1273
28,29,Pieper,Irene,NED,29.00,22. 9.00,16. 20.00,,,,,2003,boulder,WOMEN,6187
29,30,Aguirre,Leire,ESP,28.00,,,25. 6.00,21. 10.00,20. 12.00,,2003,boulder,WOMEN,1202
30,30,Schirrmacher,Katherine,GBR,28.00,12. 28.00,,,,,,2003,boulder,WOMEN,3418
31,32,Renwick,Sadie,GBR,26.00,13. 26.00,,,,,,2003,boulder,WOMEN,3495
32,32,Ryzhkova,Margarita,RUS,26.00,,,,,,13. 26.00,2003,boulder,WOMEN,1270
33,34,Asher,Elizabeth,USA,24.00,,,14. 24.00,,,,2003,boulder,WOMEN,3677
34,34,Harrington,Emily,USA,24.00,,,,19. 14.00,21. 10.00,,2003,boulder,WOMEN,3673
35,34,Hawke,Emma,NZL,24.00,,18. 16.00,,30. 1.00,24. 7.00,,2003,boulder,WOMEN,1092
36,34,Podgorbounskikh,Zosia,RUS,24.00,,,,,,14. 24.00,2003,boulder,WOMEN,1404
37,34,Stämberg,Malin,SWE,24.00,14. 24.00,,,,,,2003,boulder,WOMEN,5709
38,39,Baranova,Natalia,RUS,22.00,,,,,,15. 22.00,2003,boulder,WOMEN,3114
39,39,Lavarda,Jenny,ITA,22.00,,,,,15. 22.00,,2003,boulder,WOMEN,1179
40,39,Pozzoli,Giovanna,ITA,22.00,,15. 22.00,,,,,2003,boulder,WOMEN,6247
41,42,Cufar,Martina,SLO,20.00,,,16. 20.00,,,,2003,boulder,WOMEN,1236
42,42,Eyer,Alexandra,SUI,20.00,,,,,16. 20.00,,2003,boulder,WOMEN,991
43,42,Förander,Jenny,SWE,20.00,16. 20.00,,,,,,2003,boulder,WOMEN,1172
44,45,Gordon,Jo,GBR,18.00,17. 18.00,,,,,,2003,boulder,WOMEN,5480
45,45,Iovane,Luisa,ITA,18.00,,17. 18.00,,,,,2003,boulder,WOMEN,1213
46,45,Vidmar,Katja,SLO,18.00,,,17. 18.00,,,,2003,boulder,WOMEN,3137
47,48,Vidmar,Maja,SLO,16.00,,,18. 16.00,,,,2003,boulder,WOMEN,3482
48,49,Lemaire,Jen,USA,14.00,,19. 14.00,,,,,2003,boulder,WOMEN,6248
49,49,Mills,Katherine,GBR,14.00,19. 14.00,,,,,,2003,boulder,WOMEN,5491
50,49,Seymour,Rachel,GBR,14.00,21. 10.00,,,27. 4.00,,,2003,boulder,WOMEN,5479
51,52,Magog,Karin,GBR,12.00,20. 12.00,,,,,,2003,boulder,WOMEN,1191
52,53,Cintalova,Zuzana,SVK,9.00,,,,,22. 9.00,,2003,boulder,WOMEN,2770
53,53,Oakley,Sian,GBR,9.00,22. 9.00,,,,,,2003,boulder,WOMEN,5481
54,53,Powell,Jemma,GBR,9.00,22. 9.00,,,,,,2003,boulder,WOMEN,5167
55,56,Delphino,Amélie,FRA,8.00,,,,23. 8.00,,,2003,boulder,WOMEN,2837
56,57,Cintalova,Katarina,SVK,7.00,,,,24. 7.00,,,2003,boulder,WOMEN,2742
57,57,Didillion,Aurelie,FRA,7.00,,,24. 7.00,,,,2003,boulder,WOMEN,3586
58,59,Atkinson,Lucy,GBR,6.00,25. 6.00,,,,,,2003,boulder,WOMEN,5482
59,59,Gaggero,Flavia,ITA,6.00,,,,25. 6.00,,,2003,boulder,WOMEN,5354
60,59,Longo,Roberta,ITA,6.00,,,,,25. 6.00,,2003,boulder,WOMEN,6156
61,62,Anthoni,Kim,BEL,5.00,,,29. 2.00,28. 3.00,,,2003,boulder,WOMEN,1182
62,62,Ropek,Edyta,POL,5.00,,,,26. 5.00,,,2003,boulder,WOMEN,3547
63,64,Sandoz,Mélanie,FRA,3.00,,,28. 3.00,,,,2003,boulder,WOMEN,6220
64,65,Ogawa,Tomoko,JPN,1.00,,,30. 1.00,,,,2003,boulder,WOMEN,5625
